joint id: 0, measured_angle: 0.024654, target_angle: 0.024954, newest_measurement_index: 6018, sent_torque: 0.000000, measured_torque: 0.003438
joint id: 1, measured_angle: -0.020035, target_angle: 0.000142, newest_measurement_index: 6131, sent_torque: 0.059608, measured_torque: 0.040103
joint id: 2, measured_angle: -0.006017, target_angle: -0.025322, newest_measurement_index: 6131, sent_torque: -0.056704, measured_torque: -0.045490
joint id: 3, measured_angle: -0.009120, target_angle: 0.010743, newest_measurement_index: 6122, sent_torque: 0.058783, measured_torque: 0.048948
joint id: 4, measured_angle: -0.008283, target_angle: 0.011545, newest_measurement_index: 6199, sent_torque: 0.058645, measured_torque: 0.056396
joint id: 5, measured_angle: 0.013251, target_angle: -0.004520, newest_measurement_index: 6199, sent_torque: -0.050984, measured_torque: -0.048938
joint id: 6, measured_angle: 0.014262, target_angle: 0.030026, newest_measurement_index: 5812, sent_torque: 0.091232, measured_torque: 0.075152
joint id: 7, measured_angle: 0.003975, target_angle: 0.022757, newest_measurement_index: 5876, sent_torque: 0.109320, measured_torque: 0.111756
joint id: 8, measured_angle: 0.025072, target_angle: 0.004721, newest_measurement_index: 5876, sent_torque: -0.060154, measured_torque: -0.062575
joint id: 0, measured_angle: 0.024758, target_angle: 0.045654, newest_measurement_index: 6082, sent_torque: 0.061453, measured_torque: 0.044202
joint id: 1, measured_angle: -0.020035, target_angle: 0.000442, newest_measurement_index: 6132, sent_torque: 0.060508, measured_torque: 0.041816
joint id: 2, measured_angle: -0.006052, target_angle: -0.025622, newest_measurement_index: 6132, sent_torque: -0.057604, measured_torque: -0.042636
joint id: 3, measured_angle: -0.009120, target_angle: 0.011043, newest_measurement_index: 6123, sent_torque: 0.058935, measured_torque: 0.059013
joint id: 4, measured_angle: -0.008214, target_angle: 0.011845, newest_measurement_index: 6201, sent_torque: 0.059362, measured_torque: 0.059211
joint id: 5, measured_angle: 0.013007, target_angle: -0.004820, newest_measurement_index: 6201, sent_torque: -0.051502, measured_torque: -0.044166
joint id: 6, measured_angle: 0.014506, target_angle: 0.030326, newest_measurement_index: 5813, sent_torque: 0.091199, measured_torque: 0.103624
joint id: 7, measured_angle: 0.004045, target_angle: 0.023057, newest_measurement_index: 5877, sent_torque: 0.111120, measured_torque: 0.111756
joint id: 8, measured_angle: 0.025072, target_angle: 0.004421, newest_measurement_index: 5877, sent_torque: -0.061054, measured_torque: -0.062575
joint id: 0, measured_angle: 0.024758, target_angle: 0.045954, newest_measurement_index: 6084, sent_torque: 0.062353, measured_torque: 0.034416
joint id: 1, measured_angle: -0.020035, target_angle: 0.000742, newest_measurement_index: 6133, sent_torque: 0.061430, measured_torque: 0.045545
joint id: 2, measured_angle: -0.006052, target_angle: -0.025922, newest_measurement_index: 6133, sent_torque: -0.057543, measured_torque: -0.048355
joint id: 3, measured_angle: -0.009120, target_angle: 0.011343, newest_measurement_index: 6124, sent_torque: 0.060467, measured_torque: 0.056162
joint id: 4, measured_angle: -0.008214, target_angle: 0.012145, newest_measurement_index: 6202, sent_torque: 0.059933, measured_torque: 0.064344
joint id: 5, measured_angle: 0.012832, target_angle: -0.005120, newest_measurement_index: 6202, sent_torque: -0.051996, measured_torque: -0.056095
joint id: 6, measured_angle: 0.014820, target_angle: 0.030626, newest_measurement_index: 5814, sent_torque: 0.091175, measured_torque: 0.095340
joint id: 7, measured_angle: 0.004115, target_angle: 0.023357, newest_measurement_index: 5878, sent_torque: 0.112501, measured_torque: 0.105873
joint id: 8, measured_angle: 0.025037, target_angle: 0.004121, newest_measurement_index: 5879, sent_torque: -0.061954, measured_torque: -0.064166
joint id: 0, measured_angle: 0.024758, target_angle: 0.046254, newest_measurement_index: 6085, sent_torque: 0.063586, measured_torque: 0.041589
joint id: 1, measured_angle: -0.020035, target_angle: 0.001042, newest_measurement_index: 6133, sent_torque: 0.062331, measured_torque: 0.045545
joint id: 2, measured_angle: -0.006052, target_angle: -0.026222, newest_measurement_index: 6133, sent_torque: -0.059554, measured_torque: -0.048355
joint id: 3, measured_angle: -0.009085, target_angle: 0.011643, newest_measurement_index: 6125, sent_torque: 0.061389, measured_torque: 0.059005
joint id: 4, measured_angle: -0.008214, target_angle: 0.012445, newest_measurement_index: 6202, sent_torque: 0.060152, measured_torque: 0.051019
joint id: 5, measured_angle: 0.012832, target_angle: -0.005420, newest_measurement_index: 6202, sent_torque: -0.051635, measured_torque: -0.047933
joint id: 6, measured_angle: 0.015134, target_angle: 0.030926, newest_measurement_index: 5815, sent_torque: 0.090162, measured_torque: 0.093399
joint id: 7, measured_angle: 0.004254, target_angle: 0.023657, newest_measurement_index: 5880, sent_torque: 0.114316, measured_torque: 0.112034
joint id: 8, measured_angle: 0.025037, target_angle: 0.003821, newest_measurement_index: 5880, sent_torque: -0.062742, measured_torque: -0.059833
joint id: 0, measured_angle: 0.024758, target_angle: 0.046554, newest_measurement_index: 6085, sent_torque: 0.064486, measured_torque: 0.041589
joint id: 1, measured_angle: -0.020035, target_angle: 0.001342, newest_measurement_index: 6134, sent_torque: 0.063231, measured_torque: 0.047357
joint id: 2, measured_angle: -0.006086, target_angle: -0.026522, newest_measurement_index: 6134, sent_torque: -0.060454, measured_torque: -0.043274
joint id: 3, measured_angle: -0.009085, target_angle: 0.011943, newest_measurement_index: 6126, sent_torque: 0.062063, measured_torque: 0.073781
joint id: 4, measured_angle: -0.008179, target_angle: 0.012745, newest_measurement_index: 6204, sent_torque: 0.061944, measured_torque: 0.060233
joint id: 5, measured_angle: 0.012344, target_angle: -0.005720, newest_measurement_index: 6204, sent_torque: -0.052324, measured_torque: -0.052804
joint id: 6, measured_angle: 0.015517, target_angle: 0.031226, newest_measurement_index: 5816, sent_torque: 0.090325, measured_torque: 0.089102
joint id: 7, measured_angle: 0.004254, target_angle: 0.023957, newest_measurement_index: 5880, sent_torque: 0.115801, measured_torque: 0.112034
joint id: 8, measured_angle: 0.025037, target_angle: 0.003521, newest_measurement_index: 5880, sent_torque: -0.063649, measured_torque: -0.059833
joint id: 0, measured_angle: 0.024793, target_angle: 0.046854, newest_measurement_index: 6087, sent_torque: 0.065386, measured_torque: 0.047733
joint id: 1, measured_angle: -0.020035, target_angle: 0.001642, newest_measurement_index: 6134, sent_torque: 0.064131, measured_torque: 0.047357
joint id: 2, measured_angle: -0.006086, target_angle: -0.026822, newest_measurement_index: 6134, sent_torque: -0.061304, measured_torque: -0.043274
joint id: 3, measured_angle: -0.009051, target_angle: 0.012243, newest_measurement_index: 6127, sent_torque: 0.063081, measured_torque: 0.057465
joint id: 4, measured_angle: -0.008179, target_angle: 0.013045, newest_measurement_index: 6205, sent_torque: 0.062303, measured_torque: 0.058383
joint id: 5, measured_angle: 0.011961, target_angle: -0.006020, newest_measurement_index: 6205, sent_torque: -0.050828, measured_torque: -0.043928
joint id: 6, measured_angle: 0.015936, target_angle: 0.031526, newest_measurement_index: 5817, sent_torque: 0.088929, measured_torque: 0.092748
joint id: 7, measured_angle: 0.004324, target_angle: 0.024257, newest_measurement_index: 5881, sent_torque: 0.117601, measured_torque: 0.108460
joint id: 8, measured_angle: 0.025037, target_angle: 0.003221, newest_measurement_index: 5881, sent_torque: -0.064549, measured_torque: -0.062995
joint id: 0, measured_angle: 0.024793, target_angle: 0.047154, newest_measurement_index: 6087, sent_torque: 0.066012, measured_torque: 0.047733
joint id: 1, measured_angle: -0.020035, target_angle: 0.001942, newest_measurement_index: 6135, sent_torque: 0.065031, measured_torque: 0.048407
joint id: 2, measured_angle: -0.006121, target_angle: -0.027122, newest_measurement_index: 6135, sent_torque: -0.062204, measured_torque: -0.047700
joint id: 3, measured_angle: -0.009016, target_angle: 0.012543, newest_measurement_index: 6128, sent_torque: 0.063226, measured_torque: 0.052414
joint id: 4, measured_angle: -0.008144, target_angle: 0.013345, newest_measurement_index: 6206, sent_torque: 0.063655, measured_torque: 0.066226
joint id: 5, measured_angle: 0.011472, target_angle: -0.006320, newest_measurement_index: 6206, sent_torque: -0.049514, measured_torque: -0.044078
joint id: 6, measured_angle: 0.016389, target_angle: 0.031826, newest_measurement_index: 5818, sent_torque: 0.087486, measured_torque: 0.085278
joint id: 7, measured_angle: 0.004394, target_angle: 0.024557, newest_measurement_index: 5882, sent_torque: 0.119026, measured_torque: 0.117696
joint id: 8, measured_angle: 0.025037, target_angle: 0.002921, newest_measurement_index: 5883, sent_torque: -0.065449, measured_torque: -0.061414
joint id: 0, measured_angle: 0.024828, target_angle: 0.047454, newest_measurement_index: 6089, sent_torque: 0.066912, measured_torque: 0.038388
joint id: 1, measured_angle: -0.020035, target_angle: 0.002242, newest_measurement_index: 6135, sent_torque: 0.065931, measured_torque: 0.048407
joint id: 2, measured_angle: -0.006121, target_angle: -0.027422, newest_measurement_index: 6135, sent_torque: -0.062962, measured_torque: -0.047700
joint id: 3, measured_angle: -0.008981, target_angle: 0.012843, newest_measurement_index: 6129, sent_torque: 0.063906, measured_torque: 0.062706
joint id: 4, measured_angle: -0.008144, target_angle: 0.013645, newest_measurement_index: 6207, sent_torque: 0.064466, measured_torque: 0.059008
joint id: 5, measured_angle: 0.010949, target_angle: -0.006620, newest_measurement_index: 6207, sent_torque: -0.047230, measured_torque: -0.052293
joint id: 6, measured_angle: 0.016877, target_angle: 0.032126, newest_measurement_index: 5819, sent_torque: 0.086255, measured_torque: 0.092691
joint id: 7, measured_angle: 0.004533, target_angle: 0.024857, newest_measurement_index: 5884, sent_torque: 0.120222, measured_torque: 0.127696
joint id: 8, measured_angle: 0.025037, target_angle: 0.002621, newest_measurement_index: 5884, sent_torque: -0.066349, measured_torque: -0.064166
joint id: 0, measured_angle: 0.024933, target_angle: 0.047754, newest_measurement_index: 6091, sent_torque: 0.067223, measured_torque: 0.041808
joint id: 1, measured_angle: -0.020035, target_angle: 0.002542, newest_measurement_index: 6136, sent_torque: 0.066831, measured_torque: 0.063299
joint id: 2, measured_angle: -0.006121, target_angle: -0.027722, newest_measurement_index: 6136, sent_torque: -0.063862, measured_torque: -0.048027
joint id: 3, measured_angle: -0.008946, target_angle: 0.013143, newest_measurement_index: 6130, sent_torque: 0.064127, measured_torque: 0.056913
joint id: 4, measured_angle: -0.008144, target_angle: 0.013945, newest_measurement_index: 6208, sent_torque: 0.065280, measured_torque: 0.067751
joint id: 5, measured_angle: 0.010322, target_angle: -0.006920, newest_measurement_index: 6208, sent_torque: -0.045108, measured_torque: -0.042699
joint id: 6, measured_angle: 0.017400, target_angle: 0.032426, newest_measurement_index: 5820, sent_torque: 0.084151, measured_torque: 0.092691
joint id: 7, measured_angle: 0.004533, target_angle: 0.025157, newest_measurement_index: 5884, sent_torque: 0.120465, measured_torque: 0.127696
joint id: 8, measured_angle: 0.025037, target_angle: 0.002321, newest_measurement_index: 5884, sent_torque: -0.067249, measured_torque: -0.064166
joint id: 0, measured_angle: 0.024933, target_angle: 0.048054, newest_measurement_index: 6091, sent_torque: 0.067629, measured_torque: 0.041808
joint id: 1, measured_angle: -0.020035, target_angle: 0.002842, newest_measurement_index: 6137, sent_torque: 0.067731, measured_torque: 0.051938
joint id: 2, measured_angle: -0.006156, target_angle: -0.028022, newest_measurement_index: 6137, sent_torque: -0.064800, measured_torque: -0.035405
joint id: 3, measured_angle: -0.008876, target_angle: 0.013443, newest_measurement_index: 6131, sent_torque: 0.065753, measured_torque: 0.065076
joint id: 4, measured_angle: -0.008144, target_angle: 0.014245, newest_measurement_index: 6209, sent_torque: 0.066263, measured_torque: 0.077131
joint id: 5, measured_angle: 0.008943, target_angle: -0.007220, newest_measurement_index: 6209, sent_torque: -0.043394, measured_torque: -0.045496
joint id: 6, measured_angle: 0.017924, target_angle: 0.032726, newest_measurement_index: 5821, sent_torque: 0.082861, measured_torque: 0.088586
joint id: 7, measured_angle: 0.004673, target_angle: 0.025457, newest_measurement_index: 5886, sent_torque: 0.122265, measured_torque: 0.117579
joint id: 8, measured_angle: 0.025002, target_angle: 0.002021, newest_measurement_index: 5886, sent_torque: -0.068149, measured_torque: -0.066329
joint id: 0, measured_angle: 0.025002, target_angle: 0.048354, newest_measurement_index: 6092, sent_torque: 0.068529, measured_torque: 0.045572
joint id: 1, measured_angle: -0.020035, target_angle: 0.003142, newest_measurement_index: 6137, sent_torque: 0.068631, measured_torque: 0.051938
joint id: 2, measured_angle: -0.006156, target_angle: -0.028322, newest_measurement_index: 6137, sent_torque: -0.065488, measured_torque: -0.035405
joint id: 3, measured_angle: -0.008806, target_angle: 0.013743, newest_measurement_index: 6132, sent_torque: 0.065903, measured_torque: 0.065067
joint id: 4, measured_angle: -0.008144, target_angle: 0.014545, newest_measurement_index: 6210, sent_torque: 0.067166, measured_torque: 0.066226
joint id: 5, measured_angle: 0.008315, target_angle: -0.007520, newest_measurement_index: 6210, sent_torque: -0.014263, measured_torque: -0.040754
joint id: 6, measured_angle: 0.018412, target_angle: 0.033026, newest_measurement_index: 5822, sent_torque: 0.081252, measured_torque: 0.087433
joint id: 7, measured_angle: 0.004742, target_angle: 0.025757, newest_measurement_index: 5887, sent_torque: 0.123135, measured_torque: 0.122362
joint id: 8, measured_angle: 0.024967, target_angle: 0.001721, newest_measurement_index: 5887, sent_torque: -0.068730, measured_torque: -0.071831
joint id: 0, measured_angle: 0.025002, target_angle: 0.048654, newest_measurement_index: 6092, sent_torque: 0.069254, measured_torque: 0.045572
joint id: 1, measured_angle: -0.020000, target_angle: 0.003442, newest_measurement_index: 6138, sent_torque: 0.069531, measured_torque: 0.052045
joint id: 2, measured_angle: -0.006191, target_angle: -0.028622, newest_measurement_index: 6138, sent_torque: -0.066388, measured_torque: -0.050784
joint id: 3, measured_angle: -0.008772, target_angle: 0.014043, newest_measurement_index: 6133, sent_torque: 0.066626, measured_torque: 0.063906
joint id: 4, measured_angle: -0.008144, target_angle: 0.014845, newest_measurement_index: 6210, sent_torque: 0.068066, measured_torque: 0.054664
joint id: 5, measured_angle: 0.008315, target_angle: -0.007820, newest_measurement_index: 6210, sent_torque: -0.013280, measured_torque: -0.034511
joint id: 6, measured_angle: 0.018865, target_angle: 0.033326, newest_measurement_index: 5823, sent_torque: 0.080599, measured_torque: 0.088981
joint id: 7, measured_angle: 0.004812, target_angle: 0.026057, newest_measurement_index: 5888, sent_torque: 0.124882, measured_torque: 0.118912
joint id: 8, measured_angle: 0.024933, target_angle: 0.001421, newest_measurement_index: 5888, sent_torque: -0.069515, measured_torque: -0.056678
joint id: 0, measured_angle: 0.025177, target_angle: 0.048954, newest_measurement_index: 6094, sent_torque: 0.070154, measured_torque: 0.045233
joint id: 1, measured_angle: -0.019965, target_angle: 0.003742, newest_measurement_index: 6139, sent_torque: 0.070295, measured_torque: 0.050309
joint id: 2, measured_angle: -0.006261, target_angle: -0.028922, newest_measurement_index: 6139, sent_torque: -0.066990, measured_torque: -0.054390
joint id: 3, measured_angle: -0.008702, target_angle: 0.014343, newest_measurement_index: 6134, sent_torque: 0.067718, measured_torque: 0.065036
joint id: 4, measured_angle: -0.008144, target_angle: 0.015145, newest_measurement_index: 6211, sent_torque: 0.068966, measured_torque: 0.069057
joint id: 5, measured_angle: -0.000453, target_angle: -0.016065, newest_measurement_index: 6211, sent_torque: -0.037789, measured_torque: -0.039140
joint id: 6, measured_angle: 0.019249, target_angle: 0.033626, newest_measurement_index: 5824, sent_torque: 0.080563, measured_torque: 0.084440
joint id: 7, measured_angle: 0.004882, target_angle: 0.026357, newest_measurement_index: 5889, sent_torque: 0.125979, measured_torque: 0.123740
joint id: 8, measured_angle: 0.024898, target_angle: 0.001121, newest_measurement_index: 5889, sent_torque: -0.070415, measured_torque: -0.071652
joint id: 0, measured_angle: 0.025421, target_angle: 0.049254, newest_measurement_index: 6096, sent_torque: 0.069968, measured_torque: 0.048856
joint id: 1, measured_angle: -0.019965, target_angle: 0.004042, newest_measurement_index: 6139, sent_torque: 0.070882, measured_torque: 0.050309
joint id: 2, measured_angle: -0.006261, target_angle: -0.029222, newest_measurement_index: 6139, sent_torque: -0.066816, measured_torque: -0.054390
joint id: 3, measured_angle: -0.008667, target_angle: 0.014643, newest_measurement_index: 6135, sent_torque: 0.068192, measured_torque: 0.071643
joint id: 4, measured_angle: -0.008179, target_angle: 0.015445, newest_measurement_index: 6212, sent_torque: 0.069866, measured_torque: 0.074453
joint id: 5, measured_angle: -0.000872, target_angle: -0.016065, newest_measurement_index: 6212, sent_torque: -0.038777, measured_torque: -0.037977
joint id: 6, measured_angle: 0.019493, target_angle: 0.033926, newest_measurement_index: 5825, sent_torque: 0.080832, measured_torque: 0.078522
joint id: 7, measured_angle: 0.004882, target_angle: 0.026657, newest_measurement_index: 5889, sent_torque: 0.127360, measured_torque: 0.123740
joint id: 8, measured_angle: 0.024898, target_angle: 0.000821, newest_measurement_index: 5889, sent_torque: -0.071211, measured_torque: -0.071652
joint id: 0, measured_angle: 0.025421, target_angle: 0.049554, newest_measurement_index: 6096, sent_torque: 0.069739, measured_torque: 0.048856
joint id: 1, measured_angle: -0.019930, target_angle: 0.004342, newest_measurement_index: 6140, sent_torque: 0.071782, measured_torque: 0.055366
joint id: 2, measured_angle: -0.006261, target_angle: -0.029522, newest_measurement_index: 6140, sent_torque: -0.067716, measured_torque: -0.048561
joint id: 3, measured_angle: -0.008597, target_angle: 0.014943, newest_measurement_index: 6136, sent_torque: 0.069394, measured_torque: 0.071655
joint id: 4, measured_angle: -0.008179, target_angle: 0.015745, newest_measurement_index: 6213, sent_torque: 0.071338, measured_torque: 0.078722
joint id: 5, measured_angle: -0.001186, target_angle: -0.016065, newest_measurement_index: 6213, sent_torque: -0.039799, measured_torque: -0.041572
joint id: 6, measured_angle: 0.019597, target_angle: 0.034226, newest_measurement_index: 5826, sent_torque: 0.083234, measured_torque: 0.088008
joint id: 7, measured_angle: 0.005021, target_angle: 0.026957, newest_measurement_index: 5891, sent_torque: 0.129082, measured_torque: 0.125107
joint id: 8, measured_angle: 0.024898, target_angle: 0.000521, newest_measurement_index: 5891, sent_torque: -0.072116, measured_torque: -0.071652
joint id: 0, measured_angle: 0.025525, target_angle: 0.049854, newest_measurement_index: 6097, sent_torque: 0.070639, measured_torque: 0.063393
joint id: 1, measured_angle: -0.019930, target_angle: 0.004642, newest_measurement_index: 6140, sent_torque: 0.072062, measured_torque: 0.055366
joint id: 2, measured_angle: -0.006261, target_angle: -0.029822, newest_measurement_index: 6140, sent_torque: -0.069727, measured_torque: -0.048561
joint id: 3, measured_angle: -0.008527, target_angle: 0.015243, newest_measurement_index: 6137, sent_torque: 0.069565, measured_torque: 0.066395
joint id: 4, measured_angle: -0.008214, target_angle: 0.016045, newest_measurement_index: 6215, sent_torque: 0.071787, measured_torque: 0.069287
joint id: 5, measured_angle: -0.001534, target_angle: -0.016065, newest_measurement_index: 6215, sent_torque: -0.041655, measured_torque: -0.044893
joint id: 6, measured_angle: 0.019597, target_angle: 0.034526, newest_measurement_index: 5827, sent_torque: 0.086609, measured_torque: 0.092864
joint id: 7, measured_angle: 0.005091, target_angle: 0.027257, newest_measurement_index: 5892, sent_torque: 0.130460, measured_torque: 0.127506
joint id: 8, measured_angle: 0.024898, target_angle: 0.000221, newest_measurement_index: 5892, sent_torque: -0.073131, measured_torque: -0.073199
joint id: 0, measured_angle: 0.025525, target_angle: 0.050154, newest_measurement_index: 6097, sent_torque: 0.070997, measured_torque: 0.063393
joint id: 1, measured_angle: -0.019930, target_angle: 0.004942, newest_measurement_index: 6141, sent_torque: 0.072962, measured_torque: 0.060171
joint id: 2, measured_angle: -0.006331, target_angle: -0.030122, newest_measurement_index: 6141, sent_torque: -0.070627, measured_torque: -0.058196
joint id: 3, measured_angle: -0.008423, target_angle: 0.015543, newest_measurement_index: 6138, sent_torque: 0.070451, measured_torque: 0.069104
joint id: 4, measured_angle: -0.008248, target_angle: 0.016345, newest_measurement_index: 6216, sent_torque: 0.073109, measured_torque: 0.080677
joint id: 5, measured_angle: -0.001604, target_angle: -0.016065, newest_measurement_index: 6216, sent_torque: -0.041209, measured_torque: -0.044947
joint id: 6, measured_angle: 0.019458, target_angle: 0.034826, newest_measurement_index: 5828, sent_torque: 0.089534, measured_torque: 0.092864
joint id: 7, measured_angle: 0.005091, target_angle: 0.027557, newest_measurement_index: 5892, sent_torque: 0.131842, measured_torque: 0.131212
joint id: 8, measured_angle: 0.024898, target_angle: -0.000079, newest_measurement_index: 5892, sent_torque: -0.074031, measured_torque: -0.074587
joint id: 0, measured_angle: 0.025630, target_angle: 0.050454, newest_measurement_index: 6098, sent_torque: 0.071897, measured_torque: 0.044974
joint id: 1, measured_angle: -0.019895, target_angle: 0.005242, newest_measurement_index: 6143, sent_torque: 0.074615, measured_torque: 0.060321
joint id: 2, measured_angle: -0.006400, target_angle: -0.030422, newest_measurement_index: 6143, sent_torque: -0.071066, measured_torque: -0.054411
joint id: 3, measured_angle: -0.008318, target_angle: 0.015843, newest_measurement_index: 6139, sent_torque: 0.070166, measured_torque: 0.072289
joint id: 4, measured_angle: -0.008283, target_angle: 0.016645, newest_measurement_index: 6217, sent_torque: 0.074114, measured_torque: 0.072736
joint id: 5, measured_angle: -0.001639, target_angle: -0.016065, newest_measurement_index: 6217, sent_torque: -0.040999, measured_torque: -0.045372
joint id: 6, measured_angle: 0.019179, target_angle: 0.035126, newest_measurement_index: 5829, sent_torque: 0.094599, measured_torque: 0.084407
joint id: 7, measured_angle: 0.005161, target_angle: 0.027857, newest_measurement_index: 5893, sent_torque: 0.133641, measured_torque: 0.131212
joint id: 8, measured_angle: 0.024967, target_angle: -0.000379, newest_measurement_index: 5893, sent_torque: -0.074931, measured_torque: -0.074587
joint id: 0, measured_angle: 0.025874, target_angle: 0.050754, newest_measurement_index: 6100, sent_torque: 0.072552, measured_torque: 0.051122
joint id: 1, measured_angle: -0.019895, target_angle: 0.005542, newest_measurement_index: 6143, sent_torque: 0.075291, measured_torque: 0.060321
joint id: 2, measured_angle: -0.006400, target_angle: -0.030722, newest_measurement_index: 6143, sent_torque: -0.071630, measured_torque: -0.054411
joint id: 3, measured_angle: -0.008179, target_angle: 0.016143, newest_measurement_index: 6140, sent_torque: 0.070554, measured_torque: 0.065855
joint id: 4, measured_angle: -0.008353, target_angle: 0.016945, newest_measurement_index: 6218, sent_torque: 0.075141, measured_torque: 0.071466
joint id: 5, measured_angle: -0.001639, target_angle: -0.016065, newest_measurement_index: 6218, sent_torque: -0.043009, measured_torque: -0.048989
joint id: 6, measured_angle: 0.018900, target_angle: 0.035426, newest_measurement_index: 5830, sent_torque: 0.099957, measured_torque: 0.093069
joint id: 7, measured_angle: 0.005265, target_angle: 0.028157, newest_measurement_index: 5894, sent_torque: 0.134950, measured_torque: 0.136459
joint id: 8, measured_angle: 0.025002, target_angle: -0.000679, newest_measurement_index: 5894, sent_torque: -0.077302, measured_torque: -0.072627
joint id: 0, measured_angle: 0.025874, target_angle: 0.051054, newest_measurement_index: 6100, sent_torque: 0.073560, measured_torque: 0.051122
joint id: 1, measured_angle: -0.019895, target_angle: 0.005842, newest_measurement_index: 6144, sent_torque: 0.076191, measured_torque: 0.052449
joint id: 2, measured_angle: -0.006400, target_angle: -0.031022, newest_measurement_index: 6144, sent_torque: -0.072530, measured_torque: -0.052097
joint id: 3, measured_angle: -0.008039, target_angle: 0.016443, newest_measurement_index: 6141, sent_torque: 0.071042, measured_torque: 0.073155
joint id: 4, measured_angle: -0.008458, target_angle: 0.017245, newest_measurement_index: 6219, sent_torque: 0.076250, measured_torque: 0.070577
joint id: 5, measured_angle: -0.001569, target_angle: -0.016065, newest_measurement_index: 6219, sent_torque: -0.043009, measured_torque: -0.043955
joint id: 6, measured_angle: 0.018621, target_angle: 0.035726, newest_measurement_index: 5831, sent_torque: 0.103355, measured_torque: 0.099431
joint id: 7, measured_angle: 0.005370, target_angle: 0.028457, newest_measurement_index: 5895, sent_torque: 0.135573, measured_torque: 0.137584
joint id: 8, measured_angle: 0.025002, target_angle: -0.000979, newest_measurement_index: 5895, sent_torque: -0.078258, measured_torque: -0.078323
joint id: 0, measured_angle: 0.025944, target_angle: 0.051354, newest_measurement_index: 6102, sent_torque: 0.074460, measured_torque: 0.051997
joint id: 1, measured_angle: -0.019895, target_angle: 0.006142, newest_measurement_index: 6144, sent_torque: 0.077212, measured_torque: 0.052449
joint id: 2, measured_angle: -0.006400, target_angle: -0.031322, newest_measurement_index: 6144, sent_torque: -0.073808, measured_torque: -0.052097
joint id: 3, measured_angle: -0.007900, target_angle: 0.016743, newest_measurement_index: 6142, sent_torque: 0.071488, measured_torque: 0.071313
joint id: 4, measured_angle: -0.008527, target_angle: 0.017545, newest_measurement_index: 6220, sent_torque: 0.077895, measured_torque: 0.079708
joint id: 5, measured_angle: -0.001430, target_angle: -0.016065, newest_measurement_index: 6220, sent_torque: -0.043475, measured_torque: -0.047280
joint id: 6, measured_angle: 0.018412, target_angle: 0.036026, newest_measurement_index: 5832, sent_torque: 0.106674, measured_torque: 0.104078
joint id: 7, measured_angle: 0.005684, target_angle: 0.028757, newest_measurement_index: 5897, sent_torque: 0.137092, measured_torque: 0.140206
joint id: 8, measured_angle: 0.024967, target_angle: -0.001279, newest_measurement_index: 5897, sent_torque: -0.078003, measured_torque: -0.070486
joint id: 0, measured_angle: 0.025944, target_angle: 0.051654, newest_measurement_index: 6102, sent_torque: 0.075954, measured_torque: 0.051997
joint id: 1, measured_angle: -0.019860, target_angle: 0.006442, newest_measurement_index: 6145, sent_torque: 0.078112, measured_torque: 0.055910
joint id: 2, measured_angle: -0.006435, target_angle: -0.031622, newest_measurement_index: 6145, sent_torque: -0.074708, measured_torque: -0.052637
joint id: 3, measured_angle: -0.007760, target_angle: 0.017043, newest_measurement_index: 6143, sent_torque: 0.071530, measured_torque: 0.072629
joint id: 4, measured_angle: -0.008632, target_angle: 0.017845, newest_measurement_index: 6221, sent_torque: 0.079580, measured_torque: 0.079887
joint id: 5, measured_angle: -0.001221, target_angle: -0.016065, newest_measurement_index: 6221, sent_torque: -0.045030, measured_torque: -0.044633
joint id: 6, measured_angle: 0.018272, target_angle: 0.036326, newest_measurement_index: 5833, sent_torque: 0.108760, measured_torque: 0.111352
joint id: 7, measured_angle: 0.005858, target_angle: 0.029057, newest_measurement_index: 5898, sent_torque: 0.135913, measured_torque: 0.139187
joint id: 8, measured_angle: 0.024898, target_angle: -0.001579, newest_measurement_index: 5898, sent_torque: -0.078526, measured_torque: -0.075785
joint id: 0, measured_angle: 0.025979, target_angle: 0.051954, newest_measurement_index: 6103, sent_torque: 0.076854, measured_torque: 0.054285
joint id: 1, measured_angle: -0.019860, target_angle: 0.006742, newest_measurement_index: 6145, sent_torque: 0.078254, measured_torque: 0.055910
joint id: 2, measured_angle: -0.006435, target_angle: -0.031922, newest_measurement_index: 6145, sent_torque: -0.075550, measured_torque: -0.052637
joint id: 3, measured_angle: -0.007586, target_angle: 0.017343, newest_measurement_index: 6144, sent_torque: 0.072620, measured_torque: 0.072043
joint id: 4, measured_angle: -0.008737, target_angle: 0.018145, newest_measurement_index: 6222, sent_torque: 0.080667, measured_torque: 0.074267
joint id: 5, measured_angle: -0.001011, target_angle: -0.016065, newest_measurement_index: 6222, sent_torque: -0.046739, measured_torque: -0.043923
joint id: 6, measured_angle: 0.018272, target_angle: 0.036626, newest_measurement_index: 5834, sent_torque: 0.109970, measured_torque: 0.098867
joint id: 7, measured_angle: 0.006067, target_angle: 0.029357, newest_measurement_index: 5899, sent_torque: 0.136582, measured_torque: 0.142729
joint id: 8, measured_angle: 0.024828, target_angle: -0.001879, newest_measurement_index: 5899, sent_torque: -0.078723, measured_torque: -0.076411
joint id: 0, measured_angle: 0.025979, target_angle: 0.052254, newest_measurement_index: 6103, sent_torque: 0.077834, measured_torque: 0.054285
