joint id: 0, measured_angle: -0.000716, target_angle: -0.000416, newest_measurement_index: 11190, sent_torque: 0.000000, measured_torque: -0.000211
joint id: 6, measured_angle: -0.057987, target_angle: -0.048603, newest_measurement_index: 10944, sent_torque: 0.053183, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.030422, newest_measurement_index: 11009, sent_torque: 0.054773, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.010798, newest_measurement_index: 11009, sent_torque: -0.029972, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.010084, newest_measurement_index: 11220, sent_torque: 0.031605, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.118035, newest_measurement_index: 11274, sent_torque: 0.030114, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.014062, newest_measurement_index: 11274, sent_torque: -0.030237, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001414, target_angle: 0.008828, newest_measurement_index: 11335, sent_torque: 0.029925, measured_torque: 0.028630
joint id: 4, measured_angle: -0.106987, target_angle: -0.096535, newest_measurement_index: 11428, sent_torque: 0.030558, measured_torque: 0.027006
joint id: 5, measured_angle: -0.002739, target_angle: -0.013155, newest_measurement_index: 11428, sent_torque: -0.030195, measured_torque: -0.032965
joint id: 6, measured_angle: -0.057987, target_angle: -0.048303, newest_measurement_index: 10944, sent_torque: 0.054983, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.030122, newest_measurement_index: 11009, sent_torque: 0.056573, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.011098, newest_measurement_index: 11009, sent_torque: -0.030872, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.010384, newest_measurement_index: 11220, sent_torque: 0.032505, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.118335, newest_measurement_index: 11274, sent_torque: 0.031014, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.014362, newest_measurement_index: 11274, sent_torque: -0.031137, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001414, target_angle: 0.009128, newest_measurement_index: 11336, sent_torque: 0.030639, measured_torque: 0.024769
joint id: 4, measured_angle: -0.106987, target_angle: -0.096235, newest_measurement_index: 11429, sent_torque: 0.030073, measured_torque: 0.024489
joint id: 5, measured_angle: -0.002774, target_angle: -0.013455, newest_measurement_index: 11429, sent_torque: -0.031242, measured_torque: -0.032149
joint id: 6, measured_angle: -0.057987, target_angle: -0.048003, newest_measurement_index: 10944, sent_torque: 0.056783, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.029822, newest_measurement_index: 11009, sent_torque: 0.058373, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.011398, newest_measurement_index: 11009, sent_torque: -0.031772, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.010684, newest_measurement_index: 11220, sent_torque: 0.033405, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.118635, newest_measurement_index: 11274, sent_torque: 0.031914, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.014662, newest_measurement_index: 11274, sent_torque: -0.032037, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001379, target_angle: 0.009428, newest_measurement_index: 11337, sent_torque: 0.031623, measured_torque: 0.025039
joint id: 4, measured_angle: -0.106987, target_angle: -0.095935, newest_measurement_index: 11430, sent_torque: 0.032210, measured_torque: 0.024342
joint id: 5, measured_angle: -0.002774, target_angle: -0.013755, newest_measurement_index: 11430, sent_torque: -0.031830, measured_torque: -0.031210
joint id: 6, measured_angle: -0.057987, target_angle: -0.047703, newest_measurement_index: 10944, sent_torque: 0.058583, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.029522, newest_measurement_index: 11009, sent_torque: 0.060173, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.011698, newest_measurement_index: 11009, sent_torque: -0.032672, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.010984, newest_measurement_index: 11220, sent_torque: 0.034305, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.118935, newest_measurement_index: 11274, sent_torque: 0.032814, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.014962, newest_measurement_index: 11274, sent_torque: -0.032937, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001379, target_angle: 0.009728, newest_measurement_index: 11338, sent_torque: 0.032252, measured_torque: 0.029919
joint id: 4, measured_angle: -0.106987, target_angle: -0.095635, newest_measurement_index: 11431, sent_torque: 0.033152, measured_torque: 0.034198
joint id: 5, measured_angle: -0.002774, target_angle: -0.014055, newest_measurement_index: 11431, sent_torque: -0.032934, measured_torque: -0.029208
joint id: 6, measured_angle: -0.057987, target_angle: -0.047403, newest_measurement_index: 10944, sent_torque: 0.060383, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.029222, newest_measurement_index: 11009, sent_torque: 0.061973, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.011998, newest_measurement_index: 11009, sent_torque: -0.033572, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.011284, newest_measurement_index: 11220, sent_torque: 0.035205, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.119235, newest_measurement_index: 11274, sent_torque: 0.033714, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.015262, newest_measurement_index: 11274, sent_torque: -0.033837, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001344, target_angle: 0.010028, newest_measurement_index: 11339, sent_torque: 0.033316, measured_torque: 0.030404
joint id: 4, measured_angle: -0.106987, target_angle: -0.095335, newest_measurement_index: 11432, sent_torque: 0.034054, measured_torque: 0.034959
joint id: 5, measured_angle: -0.002774, target_angle: -0.014355, newest_measurement_index: 11432, sent_torque: -0.033844, measured_torque: -0.026923
joint id: 6, measured_angle: -0.057987, target_angle: -0.047103, newest_measurement_index: 10944, sent_torque: 0.062183, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.028922, newest_measurement_index: 11009, sent_torque: 0.063773, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.012298, newest_measurement_index: 11009, sent_torque: -0.034472, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.011584, newest_measurement_index: 11220, sent_torque: 0.036105, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.119535, newest_measurement_index: 11274, sent_torque: 0.034614, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.015562, newest_measurement_index: 11274, sent_torque: -0.034737, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001344, target_angle: 0.010328, newest_measurement_index: 11340, sent_torque: 0.033650, measured_torque: 0.027837
joint id: 4, measured_angle: -0.106952, target_angle: -0.095035, newest_measurement_index: 11433, sent_torque: 0.034954, measured_torque: 0.026744
joint id: 5, measured_angle: -0.002774, target_angle: -0.014655, newest_measurement_index: 11433, sent_torque: -0.034744, measured_torque: -0.035768
joint id: 6, measured_angle: -0.057987, target_angle: -0.046803, newest_measurement_index: 10944, sent_torque: 0.063983, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.028622, newest_measurement_index: 11009, sent_torque: 0.065573, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.012598, newest_measurement_index: 11009, sent_torque: -0.035372, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.011884, newest_measurement_index: 11220, sent_torque: 0.037005, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.119835, newest_measurement_index: 11274, sent_torque: 0.035514, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.015862, newest_measurement_index: 11274, sent_torque: -0.035637, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001309, target_angle: 0.010628, newest_measurement_index: 11341, sent_torque: 0.035001, measured_torque: 0.034852
joint id: 4, measured_angle: -0.106952, target_angle: -0.094735, newest_measurement_index: 11434, sent_torque: 0.035579, measured_torque: 0.032982
joint id: 5, measured_angle: -0.002809, target_angle: -0.014955, newest_measurement_index: 11434, sent_torque: -0.035644, measured_torque: -0.041351
joint id: 6, measured_angle: -0.057987, target_angle: -0.046503, newest_measurement_index: 10944, sent_torque: 0.065783, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.028322, newest_measurement_index: 11009, sent_torque: 0.067373, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.012898, newest_measurement_index: 11009, sent_torque: -0.036272, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.012184, newest_measurement_index: 11220, sent_torque: 0.037905, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.120135, newest_measurement_index: 11274, sent_torque: 0.036414, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.016162, newest_measurement_index: 11274, sent_torque: -0.036537, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001274, target_angle: 0.010928, newest_measurement_index: 11342, sent_torque: 0.035642, measured_torque: 0.029495
joint id: 4, measured_angle: -0.106917, target_angle: -0.094435, newest_measurement_index: 11435, sent_torque: 0.036643, measured_torque: 0.038704
joint id: 5, measured_angle: -0.002809, target_angle: -0.015255, newest_measurement_index: 11435, sent_torque: -0.036140, measured_torque: -0.036585
joint id: 6, measured_angle: -0.057987, target_angle: -0.046203, newest_measurement_index: 10944, sent_torque: 0.067583, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.028022, newest_measurement_index: 11009, sent_torque: 0.069173, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.013198, newest_measurement_index: 11009, sent_torque: -0.037172, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.012484, newest_measurement_index: 11220, sent_torque: 0.038805, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.120435, newest_measurement_index: 11274, sent_torque: 0.037314, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.016462, newest_measurement_index: 11274, sent_torque: -0.037437, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001239, target_angle: 0.011228, newest_measurement_index: 11343, sent_torque: 0.036135, measured_torque: 0.037217
joint id: 4, measured_angle: -0.106882, target_angle: -0.094135, newest_measurement_index: 11436, sent_torque: 0.037111, measured_torque: 0.031680
joint id: 5, measured_angle: -0.002844, target_angle: -0.015555, newest_measurement_index: 11436, sent_torque: -0.037325, measured_torque: -0.037938
joint id: 6, measured_angle: -0.057987, target_angle: -0.045903, newest_measurement_index: 10944, sent_torque: 0.069383, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.027722, newest_measurement_index: 11009, sent_torque: 0.070973, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.013498, newest_measurement_index: 11009, sent_torque: -0.038072, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.012784, newest_measurement_index: 11220, sent_torque: 0.039705, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.120735, newest_measurement_index: 11274, sent_torque: 0.038214, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.016762, newest_measurement_index: 11274, sent_torque: -0.038337, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001205, target_angle: 0.011528, newest_measurement_index: 11344, sent_torque: 0.036472, measured_torque: 0.033213
joint id: 4, measured_angle: -0.106882, target_angle: -0.093835, newest_measurement_index: 11437, sent_torque: 0.036948, measured_torque: 0.038704
joint id: 5, measured_angle: -0.002844, target_angle: -0.015855, newest_measurement_index: 11437, sent_torque: -0.036982, measured_torque: -0.040717
joint id: 6, measured_angle: -0.057987, target_angle: -0.045603, newest_measurement_index: 10944, sent_torque: 0.071183, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.027422, newest_measurement_index: 11009, sent_torque: 0.072773, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.013798, newest_measurement_index: 11009, sent_torque: -0.038972, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.013084, newest_measurement_index: 11220, sent_torque: 0.040605, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.121035, newest_measurement_index: 11274, sent_torque: 0.039114, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.017062, newest_measurement_index: 11274, sent_torque: -0.039237, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001205, target_angle: 0.011828, newest_measurement_index: 11345, sent_torque: 0.037419, measured_torque: 0.036140
joint id: 4, measured_angle: -0.106847, target_angle: -0.093535, newest_measurement_index: 11438, sent_torque: 0.039095, measured_torque: 0.039998
joint id: 5, measured_angle: -0.002913, target_angle: -0.016155, newest_measurement_index: 11439, sent_torque: -0.038979, measured_torque: -0.037090
joint id: 6, measured_angle: -0.057987, target_angle: -0.045303, newest_measurement_index: 10944, sent_torque: 0.072983, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.027122, newest_measurement_index: 11009, sent_torque: 0.074573, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.014098, newest_measurement_index: 11009, sent_torque: -0.039872, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.013384, newest_measurement_index: 11220, sent_torque: 0.041505, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.121335, newest_measurement_index: 11274, sent_torque: 0.040014, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.017362, newest_measurement_index: 11274, sent_torque: -0.040137, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001170, target_angle: 0.012128, newest_measurement_index: 11346, sent_torque: 0.039036, measured_torque: 0.034087
joint id: 4, measured_angle: -0.106847, target_angle: -0.093235, newest_measurement_index: 11440, sent_torque: 0.039467, measured_torque: 0.029250
joint id: 5, measured_angle: -0.002913, target_angle: -0.016455, newest_measurement_index: 11440, sent_torque: -0.039135, measured_torque: -0.038854
joint id: 6, measured_angle: -0.057987, target_angle: -0.045003, newest_measurement_index: 10944, sent_torque: 0.074783, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.026822, newest_measurement_index: 11009, sent_torque: 0.076373, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.014398, newest_measurement_index: 11009, sent_torque: -0.040772, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.013684, newest_measurement_index: 11220, sent_torque: 0.042405, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.121635, newest_measurement_index: 11274, sent_torque: 0.040914, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.017662, newest_measurement_index: 11274, sent_torque: -0.041037, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001135, target_angle: 0.012428, newest_measurement_index: 11347, sent_torque: 0.039770, measured_torque: 0.033914
joint id: 4, measured_angle: -0.106812, target_angle: -0.092935, newest_measurement_index: 11441, sent_torque: 0.040819, measured_torque: 0.044710
joint id: 5, measured_angle: -0.002948, target_angle: -0.016755, newest_measurement_index: 11441, sent_torque: -0.039925, measured_torque: -0.037871
joint id: 6, measured_angle: -0.057987, target_angle: -0.044703, newest_measurement_index: 10944, sent_torque: 0.076583, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.026522, newest_measurement_index: 11009, sent_torque: 0.078173, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.014698, newest_measurement_index: 11009, sent_torque: -0.041672, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.013984, newest_measurement_index: 11220, sent_torque: 0.043305, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.121935, newest_measurement_index: 11274, sent_torque: 0.041814, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.017962, newest_measurement_index: 11274, sent_torque: -0.041937, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001135, target_angle: 0.012728, newest_measurement_index: 11348, sent_torque: 0.039938, measured_torque: 0.043397
joint id: 4, measured_angle: -0.106812, target_angle: -0.092635, newest_measurement_index: 11442, sent_torque: 0.041630, measured_torque: 0.037603
joint id: 5, measured_angle: -0.002983, target_angle: -0.017055, newest_measurement_index: 11442, sent_torque: -0.041342, measured_torque: -0.036486
joint id: 6, measured_angle: -0.057987, target_angle: -0.044403, newest_measurement_index: 10944, sent_torque: 0.078383, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.026222, newest_measurement_index: 11009, sent_torque: 0.079973, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.014998, newest_measurement_index: 11009, sent_torque: -0.042572, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.014284, newest_measurement_index: 11220, sent_torque: 0.044205, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.122235, newest_measurement_index: 11274, sent_torque: 0.042714, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.018262, newest_measurement_index: 11274, sent_torque: -0.042837, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001135, target_angle: 0.013028, newest_measurement_index: 11349, sent_torque: 0.041527, measured_torque: 0.041788
joint id: 4, measured_angle: -0.106812, target_angle: -0.092335, newest_measurement_index: 11443, sent_torque: 0.042409, measured_torque: 0.040041
joint id: 5, measured_angle: -0.002983, target_angle: -0.017355, newest_measurement_index: 11443, sent_torque: -0.041999, measured_torque: -0.038317
joint id: 6, measured_angle: -0.057987, target_angle: -0.044103, newest_measurement_index: 10944, sent_torque: 0.080183, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.025922, newest_measurement_index: 11009, sent_torque: 0.081773, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.015298, newest_measurement_index: 11009, sent_torque: -0.043472, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.014584, newest_measurement_index: 11220, sent_torque: 0.045105, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.122535, newest_measurement_index: 11274, sent_torque: 0.043614, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.018562, newest_measurement_index: 11274, sent_torque: -0.043737, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001135, target_angle: 0.013328, newest_measurement_index: 11350, sent_torque: 0.042487, measured_torque: 0.040517
joint id: 4, measured_angle: -0.106777, target_angle: -0.092035, newest_measurement_index: 11444, sent_torque: 0.043427, measured_torque: 0.039956
joint id: 5, measured_angle: -0.003018, target_angle: -0.017655, newest_measurement_index: 11444, sent_torque: -0.042283, measured_torque: -0.040597
joint id: 6, measured_angle: -0.057987, target_angle: -0.043803, newest_measurement_index: 10944, sent_torque: 0.081983, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.025622, newest_measurement_index: 11009, sent_torque: 0.083573, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.015598, newest_measurement_index: 11009, sent_torque: -0.044372, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.014884, newest_measurement_index: 11220, sent_torque: 0.046005, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.122835, newest_measurement_index: 11274, sent_torque: 0.044514, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.018862, newest_measurement_index: 11274, sent_torque: -0.044637, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001100, target_angle: 0.013628, newest_measurement_index: 11351, sent_torque: 0.043389, measured_torque: 0.031309
joint id: 4, measured_angle: -0.106777, target_angle: -0.091735, newest_measurement_index: 11445, sent_torque: 0.044226, measured_torque: 0.039991
joint id: 5, measured_angle: -0.003053, target_angle: -0.017955, newest_measurement_index: 11445, sent_torque: -0.043872, measured_torque: -0.039260
joint id: 6, measured_angle: -0.057987, target_angle: -0.043503, newest_measurement_index: 10944, sent_torque: 0.083783, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.025322, newest_measurement_index: 11009, sent_torque: 0.085373, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.015898, newest_measurement_index: 11009, sent_torque: -0.045272, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.015184, newest_measurement_index: 11220, sent_torque: 0.046905, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.123135, newest_measurement_index: 11274, sent_torque: 0.045414, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.019162, newest_measurement_index: 11274, sent_torque: -0.045537, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001100, target_angle: 0.013928, newest_measurement_index: 11352, sent_torque: 0.043718, measured_torque: 0.044331
joint id: 4, measured_angle: -0.106777, target_angle: -0.091435, newest_measurement_index: 11446, sent_torque: 0.044211, measured_torque: 0.038840
joint id: 5, measured_angle: -0.003053, target_angle: -0.018255, newest_measurement_index: 11446, sent_torque: -0.044491, measured_torque: -0.035172
joint id: 6, measured_angle: -0.057987, target_angle: -0.043203, newest_measurement_index: 10944, sent_torque: 0.085583, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.025022, newest_measurement_index: 11009, sent_torque: 0.087173, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.016198, newest_measurement_index: 11009, sent_torque: -0.046172, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.015484, newest_measurement_index: 11220, sent_torque: 0.047805, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.123435, newest_measurement_index: 11274, sent_torque: 0.046314, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.019462, newest_measurement_index: 11274, sent_torque: -0.046437, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001100, target_angle: 0.014228, newest_measurement_index: 11353, sent_torque: 0.045069, measured_torque: 0.040359
joint id: 4, measured_angle: -0.106743, target_angle: -0.091135, newest_measurement_index: 11447, sent_torque: 0.045995, measured_torque: 0.044772
joint id: 5, measured_angle: -0.003088, target_angle: -0.018555, newest_measurement_index: 11447, sent_torque: -0.044444, measured_torque: -0.045589
joint id: 6, measured_angle: -0.057987, target_angle: -0.042903, newest_measurement_index: 10944, sent_torque: 0.087383, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.024722, newest_measurement_index: 11009, sent_torque: 0.088973, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.016498, newest_measurement_index: 11009, sent_torque: -0.047072, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.015784, newest_measurement_index: 11220, sent_torque: 0.048705, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.123735, newest_measurement_index: 11274, sent_torque: 0.047214, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.019762, newest_measurement_index: 11274, sent_torque: -0.047337, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001065, target_angle: 0.014528, newest_measurement_index: 11354, sent_torque: 0.045984, measured_torque: 0.046864
joint id: 4, measured_angle: -0.106743, target_angle: -0.090835, newest_measurement_index: 11448, sent_torque: 0.046821, measured_torque: 0.043557
joint id: 5, measured_angle: -0.003122, target_angle: -0.018855, newest_measurement_index: 11448, sent_torque: -0.046100, measured_torque: -0.049657
joint id: 6, measured_angle: -0.057987, target_angle: -0.042603, newest_measurement_index: 10944, sent_torque: 0.089183, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.024422, newest_measurement_index: 11009, sent_torque: 0.090773, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.016798, newest_measurement_index: 11009, sent_torque: -0.047972, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.016084, newest_measurement_index: 11220, sent_torque: 0.049605, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.124035, newest_measurement_index: 11274, sent_torque: 0.048114, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.020062, newest_measurement_index: 11274, sent_torque: -0.048237, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001065, target_angle: 0.014828, newest_measurement_index: 11355, sent_torque: 0.046447, measured_torque: 0.035300
joint id: 4, measured_angle: -0.106708, target_angle: -0.090535, newest_measurement_index: 11449, sent_torque: 0.047483, measured_torque: 0.045953
joint id: 5, measured_angle: -0.003122, target_angle: -0.019155, newest_measurement_index: 11449, sent_torque: -0.046511, measured_torque: -0.044225
joint id: 6, measured_angle: -0.057987, target_angle: -0.042303, newest_measurement_index: 10944, sent_torque: 0.090983, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.024122, newest_measurement_index: 11009, sent_torque: 0.092573, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.017098, newest_measurement_index: 11009, sent_torque: -0.048872, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.016384, newest_measurement_index: 11220, sent_torque: 0.050505, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.124335, newest_measurement_index: 11274, sent_torque: 0.049014, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.020362, newest_measurement_index: 11274, sent_torque: -0.049137, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001030, target_angle: 0.015128, newest_measurement_index: 11356, sent_torque: 0.047669, measured_torque: 0.045133
joint id: 4, measured_angle: -0.106708, target_angle: -0.090235, newest_measurement_index: 11450, sent_torque: 0.047236, measured_torque: 0.044767
joint id: 5, measured_angle: -0.003157, target_angle: -0.019455, newest_measurement_index: 11450, sent_torque: -0.048020, measured_torque: -0.049650
joint id: 6, measured_angle: -0.057987, target_angle: -0.042003, newest_measurement_index: 10944, sent_torque: 0.092783, measured_torque: 0.047539
joint id: 7, measured_angle: -0.040016, target_angle: -0.023822, newest_measurement_index: 11009, sent_torque: 0.094373, measured_torque: 0.046744
joint id: 8, measured_angle: -0.000507, target_angle: -0.017398, newest_measurement_index: 11009, sent_torque: -0.049772, measured_torque: -0.023384
joint id: 0, measured_angle: -0.000751, target_angle: 0.016684, newest_measurement_index: 11220, sent_torque: 0.051405, measured_torque: 0.020225
joint id: 1, measured_angle: 0.107479, target_angle: 0.124635, newest_measurement_index: 11274, sent_torque: 0.049914, measured_torque: 0.039141
joint id: 2, measured_angle: -0.003680, target_angle: -0.020662, newest_measurement_index: 11274, sent_torque: -0.050037, measured_torque: -0.030793
joint id: 3, measured_angle: -0.001030, target_angle: 0.015428, newest_measurement_index: 11357, sent_torque: 0.048008, measured_torque: 0.041797
joint id: 4, measured_angle: -0.106708, target_angle: -0.089935, newest_measurement_index: 11451, sent_torque: 0.049373, measured_torque: 0.049551
joint id: 5, measured_angle: -0.003192, target_angle: -0.019755, newest_measurement_index: 11451, sent_torque: -0.048676, measured_torque: -0.043358
