joint id: 0, measured_angle: -0.002390, target_angle: -0.002090, newest_measurement_index: 10850, sent_torque: 0.000000, measured_torque: 0.008535
joint id: 4, measured_angle: 0.002213, target_angle: 0.046224, newest_measurement_index: 11395, sent_torque: 0.129828, measured_torque: 0.125004
joint id: 5, measured_angle: -0.029818, target_angle: -0.049853, newest_measurement_index: 11395, sent_torque: -0.045828, measured_torque: -0.054564
joint id: 6, measured_angle: -0.000960, target_angle: 0.047200, newest_measurement_index: 10901, sent_torque: 0.286954, measured_torque: 0.009310
joint id: 7, measured_angle: -0.108223, target_angle: -0.060760, newest_measurement_index: 10953, sent_torque: 0.282979, measured_torque: -0.000267
joint id: 8, measured_angle: -0.000263, target_angle: -0.048633, newest_measurement_index: 10953, sent_torque: -0.144209, measured_torque: 0.000731
joint id: 0, measured_angle: -0.002355, target_angle: 0.046210, newest_measurement_index: 10998, sent_torque: 0.241326, measured_torque: 0.005569
joint id: 1, measured_angle: -0.116750, target_angle: -0.068255, newest_measurement_index: 11170, sent_torque: 0.240977, measured_torque: 0.003333
joint id: 2, measured_angle: -0.002495, target_angle: -0.050851, newest_measurement_index: 11170, sent_torque: -0.240280, measured_torque: -0.013590
joint id: 3, measured_angle: 0.017575, target_angle: 0.059496, newest_measurement_index: 11345, sent_torque: 0.123819, measured_torque: 0.125558
joint id: 4, measured_angle: 0.002248, target_angle: 0.046524, newest_measurement_index: 11396, sent_torque: 0.131988, measured_torque: 0.122992
joint id: 5, measured_angle: -0.030759, target_angle: -0.050153, newest_measurement_index: 11396, sent_torque: -0.044506, measured_torque: -0.053547
joint id: 6, measured_angle: -0.000960, target_angle: 0.047500, newest_measurement_index: 10902, sent_torque: 0.289201, measured_torque: 0.005643
joint id: 7, measured_angle: -0.108223, target_angle: -0.060460, newest_measurement_index: 10954, sent_torque: 0.284779, measured_torque: -0.004928
joint id: 8, measured_angle: -0.000263, target_angle: -0.048933, newest_measurement_index: 10954, sent_torque: -0.145109, measured_torque: 0.004354
joint id: 0, measured_angle: -0.002355, target_angle: 0.046510, newest_measurement_index: 10998, sent_torque: 0.242826, measured_torque: 0.005569
joint id: 1, measured_angle: -0.116750, target_angle: -0.067955, newest_measurement_index: 11171, sent_torque: 0.242477, measured_torque: -0.000264
joint id: 2, measured_angle: -0.002495, target_angle: -0.051151, newest_measurement_index: 11171, sent_torque: -0.241780, measured_torque: -0.006058
joint id: 3, measured_angle: 0.017679, target_angle: 0.059796, newest_measurement_index: 11346, sent_torque: 0.124380, measured_torque: 0.123460
joint id: 4, measured_angle: 0.002248, target_angle: 0.046824, newest_measurement_index: 11397, sent_torque: 0.132588, measured_torque: 0.134268
joint id: 5, measured_angle: -0.031596, target_angle: -0.050453, newest_measurement_index: 11397, sent_torque: -0.043988, measured_torque: -0.059320
joint id: 6, measured_angle: -0.000960, target_angle: 0.047800, newest_measurement_index: 10904, sent_torque: 0.290764, measured_torque: 0.004473
joint id: 7, measured_angle: -0.108223, target_angle: -0.060160, newest_measurement_index: 10955, sent_torque: 0.286579, measured_torque: 0.002950
joint id: 8, measured_angle: -0.000263, target_angle: -0.049233, newest_measurement_index: 10955, sent_torque: -0.146009, measured_torque: 0.005507
joint id: 0, measured_angle: -0.002355, target_angle: 0.046810, newest_measurement_index: 11000, sent_torque: 0.244326, measured_torque: -0.001191
joint id: 1, measured_angle: -0.116750, target_angle: -0.067655, newest_measurement_index: 11171, sent_torque: 0.243977, measured_torque: -0.000264
joint id: 2, measured_angle: -0.002495, target_angle: -0.051451, newest_measurement_index: 11171, sent_torque: -0.243280, measured_torque: -0.006058
joint id: 3, measured_angle: 0.017784, target_angle: 0.060096, newest_measurement_index: 11347, sent_torque: 0.124347, measured_torque: 0.124998
joint id: 4, measured_angle: 0.002248, target_angle: 0.047124, newest_measurement_index: 11398, sent_torque: 0.133720, measured_torque: 0.129295
joint id: 5, measured_angle: -0.032363, target_angle: -0.050753, newest_measurement_index: 11398, sent_torque: -0.043198, measured_torque: -0.042381
joint id: 6, measured_angle: -0.000960, target_angle: 0.048100, newest_measurement_index: 10905, sent_torque: 0.292563, measured_torque: 0.008126
joint id: 7, measured_angle: -0.108223, target_angle: -0.059860, newest_measurement_index: 10956, sent_torque: 0.288379, measured_torque: 0.004819
joint id: 8, measured_angle: -0.000263, target_angle: -0.049533, newest_measurement_index: 10956, sent_torque: -0.146909, measured_torque: 0.001723
joint id: 0, measured_angle: -0.002355, target_angle: 0.047110, newest_measurement_index: 11000, sent_torque: 0.245826, measured_torque: -0.001191
joint id: 1, measured_angle: -0.116750, target_angle: -0.067355, newest_measurement_index: 11173, sent_torque: 0.245477, measured_torque: 0.006915
joint id: 2, measured_angle: -0.002495, target_angle: -0.051751, newest_measurement_index: 11173, sent_torque: -0.244780, measured_torque: -0.004978
joint id: 3, measured_angle: 0.017924, target_angle: 0.060396, newest_measurement_index: 11348, sent_torque: 0.125495, measured_torque: 0.120647
joint id: 4, measured_angle: 0.002248, target_angle: 0.047424, newest_measurement_index: 11399, sent_torque: 0.134628, measured_torque: 0.123986
joint id: 5, measured_angle: -0.033061, target_angle: -0.051053, newest_measurement_index: 11399, sent_torque: -0.043369, measured_torque: -0.055688
joint id: 6, measured_angle: -0.000960, target_angle: 0.048400, newest_measurement_index: 10906, sent_torque: 0.294363, measured_torque: 0.011672
joint id: 7, measured_angle: -0.108223, target_angle: -0.059560, newest_measurement_index: 10957, sent_torque: 0.290179, measured_torque: 0.005445
joint id: 8, measured_angle: -0.000263, target_angle: -0.049833, newest_measurement_index: 10957, sent_torque: -0.147809, measured_torque: 0.005588
joint id: 0, measured_angle: -0.002355, target_angle: 0.047410, newest_measurement_index: 11001, sent_torque: 0.247326, measured_torque: 0.000910
joint id: 1, measured_angle: -0.116750, target_angle: -0.067055, newest_measurement_index: 11173, sent_torque: 0.246977, measured_torque: 0.006915
joint id: 2, measured_angle: -0.002495, target_angle: -0.052051, newest_measurement_index: 11173, sent_torque: -0.246280, measured_torque: -0.004978
joint id: 3, measured_angle: 0.018063, target_angle: 0.060696, newest_measurement_index: 11349, sent_torque: 0.125107, measured_torque: 0.130107
joint id: 4, measured_angle: 0.002248, target_angle: 0.047724, newest_measurement_index: 11400, sent_torque: 0.135528, measured_torque: 0.134270
joint id: 5, measured_angle: -0.033723, target_angle: -0.051353, newest_measurement_index: 11400, sent_torque: -0.043471, measured_torque: -0.040510
joint id: 6, measured_angle: -0.000960, target_angle: 0.048700, newest_measurement_index: 10907, sent_torque: 0.296163, measured_torque: 0.005643
joint id: 7, measured_angle: -0.108223, target_angle: -0.059260, newest_measurement_index: 10958, sent_torque: 0.291979, measured_torque: 0.002950
joint id: 8, measured_angle: -0.000263, target_angle: -0.050133, newest_measurement_index: 10958, sent_torque: -0.148709, measured_torque: 0.006903
joint id: 0, measured_angle: -0.002355, target_angle: 0.047710, newest_measurement_index: 11001, sent_torque: 0.248826, measured_torque: 0.000910
joint id: 1, measured_angle: -0.116750, target_angle: -0.066755, newest_measurement_index: 11175, sent_torque: 0.248477, measured_torque: 0.003326
joint id: 2, measured_angle: -0.002495, target_angle: -0.052351, newest_measurement_index: 11175, sent_torque: -0.247780, measured_torque: -0.015211
joint id: 3, measured_angle: 0.018202, target_angle: 0.060996, newest_measurement_index: 11350, sent_torque: 0.125962, measured_torque: 0.130768
joint id: 4, measured_angle: 0.002213, target_angle: 0.048024, newest_measurement_index: 11401, sent_torque: 0.136428, measured_torque: 0.137623
joint id: 5, measured_angle: -0.034281, target_angle: -0.051653, newest_measurement_index: 11401, sent_torque: -0.042270, measured_torque: -0.050068
joint id: 6, measured_angle: -0.000960, target_angle: 0.049000, newest_measurement_index: 10908, sent_torque: 0.297963, measured_torque: 0.008110
joint id: 7, measured_angle: -0.108223, target_angle: -0.058960, newest_measurement_index: 10959, sent_torque: 0.293779, measured_torque: -0.002234
joint id: 8, measured_angle: -0.000263, target_angle: -0.050433, newest_measurement_index: 10959, sent_torque: -0.149609, measured_torque: 0.005588
joint id: 0, measured_angle: -0.002355, target_angle: 0.048010, newest_measurement_index: 11003, sent_torque: 0.250326, measured_torque: 0.002966
joint id: 1, measured_angle: -0.116750, target_angle: -0.066455, newest_measurement_index: 11175, sent_torque: 0.249977, measured_torque: 0.003326
joint id: 2, measured_angle: -0.002495, target_angle: -0.052651, newest_measurement_index: 11175, sent_torque: -0.249280, measured_torque: -0.015211
joint id: 3, measured_angle: 0.018342, target_angle: 0.061296, newest_measurement_index: 11351, sent_torque: 0.125982, measured_torque: 0.118160
joint id: 4, measured_angle: 0.002178, target_angle: 0.048324, newest_measurement_index: 11402, sent_torque: 0.138714, measured_torque: 0.130249
joint id: 5, measured_angle: -0.034769, target_angle: -0.051953, newest_measurement_index: 11402, sent_torque: -0.043341, measured_torque: -0.051669
joint id: 6, measured_angle: -0.000960, target_angle: 0.049300, newest_measurement_index: 10909, sent_torque: 0.299763, measured_torque: 0.002112
joint id: 7, measured_angle: -0.108223, target_angle: -0.058660, newest_measurement_index: 10960, sent_torque: 0.295579, measured_torque: 0.006270
joint id: 8, measured_angle: -0.000263, target_angle: -0.050733, newest_measurement_index: 10960, sent_torque: -0.150509, measured_torque: 0.007895
joint id: 0, measured_angle: -0.002355, target_angle: 0.048310, newest_measurement_index: 11003, sent_torque: 0.251826, measured_torque: 0.002966
joint id: 1, measured_angle: -0.116750, target_angle: -0.066155, newest_measurement_index: 11176, sent_torque: 0.251477, measured_torque: -0.006250
joint id: 2, measured_angle: -0.002495, target_angle: -0.052951, newest_measurement_index: 11176, sent_torque: -0.250780, measured_torque: -0.014936
joint id: 3, measured_angle: 0.018516, target_angle: 0.061596, newest_measurement_index: 11352, sent_torque: 0.127036, measured_torque: 0.135714
joint id: 4, measured_angle: 0.002108, target_angle: 0.048624, newest_measurement_index: 11403, sent_torque: 0.138948, measured_torque: 0.134625
joint id: 5, measured_angle: -0.035188, target_angle: -0.052253, newest_measurement_index: 11403, sent_torque: -0.044117, measured_torque: -0.050872
joint id: 6, measured_angle: -0.000995, target_angle: 0.049600, newest_measurement_index: 10910, sent_torque: 0.301563, measured_torque: 0.003304
joint id: 7, measured_angle: -0.108223, target_angle: -0.058360, newest_measurement_index: 10961, sent_torque: 0.297379, measured_torque: 0.005025
joint id: 8, measured_angle: -0.000263, target_angle: -0.051033, newest_measurement_index: 10961, sent_torque: -0.151409, measured_torque: 0.007065
joint id: 0, measured_angle: -0.002355, target_angle: 0.048610, newest_measurement_index: 11005, sent_torque: 0.253326, measured_torque: 0.003718
joint id: 1, measured_angle: -0.116750, target_angle: -0.065855, newest_measurement_index: 11176, sent_torque: 0.252977, measured_torque: -0.006250
joint id: 2, measured_angle: -0.002495, target_angle: -0.053251, newest_measurement_index: 11176, sent_torque: -0.252280, measured_torque: -0.014936
joint id: 3, measured_angle: 0.018656, target_angle: 0.061896, newest_measurement_index: 11353, sent_torque: 0.127183, measured_torque: 0.121469
joint id: 4, measured_angle: 0.002038, target_angle: 0.048924, newest_measurement_index: 11404, sent_torque: 0.140339, measured_torque: 0.134325
joint id: 5, measured_angle: -0.035536, target_angle: -0.052553, newest_measurement_index: 11404, sent_torque: -0.045124, measured_torque: -0.039209
joint id: 6, measured_angle: -0.000995, target_angle: 0.049900, newest_measurement_index: 10911, sent_torque: 0.303659, measured_torque: 0.002150
joint id: 7, measured_angle: -0.108223, target_angle: -0.058060, newest_measurement_index: 10962, sent_torque: 0.299179, measured_torque: 0.004091
joint id: 8, measured_angle: -0.000263, target_angle: -0.051333, newest_measurement_index: 10962, sent_torque: -0.152309, measured_torque: 0.002047
joint id: 0, measured_angle: -0.002355, target_angle: 0.048910, newest_measurement_index: 11005, sent_torque: 0.254826, measured_torque: 0.003718
joint id: 1, measured_angle: -0.116750, target_angle: -0.065555, newest_measurement_index: 11177, sent_torque: 0.254477, measured_torque: 0.021276
joint id: 2, measured_angle: -0.002495, target_angle: -0.053551, newest_measurement_index: 11177, sent_torque: -0.253780, measured_torque: -0.009956
joint id: 3, measured_angle: 0.018830, target_angle: 0.062196, newest_measurement_index: 11354, sent_torque: 0.127871, measured_torque: 0.126321
joint id: 4, measured_angle: 0.001934, target_angle: 0.049224, newest_measurement_index: 11405, sent_torque: 0.141271, measured_torque: 0.131888
joint id: 5, measured_angle: -0.035780, target_angle: -0.052853, newest_measurement_index: 11405, sent_torque: -0.045977, measured_torque: -0.054017
joint id: 6, measured_angle: -0.000995, target_angle: 0.050200, newest_measurement_index: 10912, sent_torque: 0.305375, measured_torque: 0.003319
joint id: 7, measured_angle: -0.108223, target_angle: -0.057760, newest_measurement_index: 10963, sent_torque: 0.300979, measured_torque: 0.004716
joint id: 8, measured_angle: -0.000263, target_angle: -0.051633, newest_measurement_index: 10963, sent_torque: -0.153209, measured_torque: 0.003119
joint id: 0, measured_angle: -0.002355, target_angle: 0.049210, newest_measurement_index: 11006, sent_torque: 0.256326, measured_torque: 0.004769
joint id: 1, measured_angle: -0.116750, target_angle: -0.065255, newest_measurement_index: 11177, sent_torque: 0.255977, measured_torque: 0.021276
joint id: 2, measured_angle: -0.002495, target_angle: -0.053851, newest_measurement_index: 11177, sent_torque: -0.255280, measured_torque: -0.009956
joint id: 3, measured_angle: 0.018970, target_angle: 0.062496, newest_measurement_index: 11355, sent_torque: 0.128041, measured_torque: 0.121611
joint id: 4, measured_angle: 0.001864, target_angle: 0.049524, newest_measurement_index: 11406, sent_torque: 0.143592, measured_torque: 0.143143
joint id: 5, measured_angle: -0.035920, target_angle: -0.053153, newest_measurement_index: 11406, sent_torque: -0.047191, measured_torque: -0.046928
joint id: 6, measured_angle: -0.000995, target_angle: 0.050500, newest_measurement_index: 10913, sent_torque: 0.307173, measured_torque: 0.003296
joint id: 7, measured_angle: -0.108223, target_angle: -0.057460, newest_measurement_index: 10964, sent_torque: 0.302779, measured_torque: -0.001202
joint id: 8, measured_angle: -0.000263, target_angle: -0.051933, newest_measurement_index: 10964, sent_torque: -0.154109, measured_torque: 0.005750
joint id: 0, measured_angle: -0.002355, target_angle: 0.049510, newest_measurement_index: 11006, sent_torque: 0.257826, measured_torque: 0.004769
joint id: 1, measured_angle: -0.116750, target_angle: -0.064955, newest_measurement_index: 11178, sent_torque: 0.257477, measured_torque: 0.003330
joint id: 2, measured_angle: -0.002495, target_angle: -0.054151, newest_measurement_index: 11178, sent_torque: -0.256780, measured_torque: -0.013187
joint id: 3, measured_angle: 0.019144, target_angle: 0.062796, newest_measurement_index: 11356, sent_torque: 0.128363, measured_torque: 0.134755
joint id: 4, measured_angle: 0.001794, target_angle: 0.049824, newest_measurement_index: 11407, sent_torque: 0.144192, measured_torque: 0.147857
joint id: 5, measured_angle: -0.036025, target_angle: -0.053453, newest_measurement_index: 11407, sent_torque: -0.049265, measured_torque: -0.051781
joint id: 6, measured_angle: -0.000995, target_angle: 0.050800, newest_measurement_index: 10914, sent_torque: 0.308973, measured_torque: -0.000303
joint id: 7, measured_angle: -0.108223, target_angle: -0.057160, newest_measurement_index: 10965, sent_torque: 0.304579, measured_torque: 0.000564
joint id: 8, measured_angle: -0.000263, target_angle: -0.052233, newest_measurement_index: 10965, sent_torque: -0.155009, measured_torque: 0.008218
joint id: 0, measured_angle: -0.002355, target_angle: 0.049810, newest_measurement_index: 11007, sent_torque: 0.259326, measured_torque: 0.003513
joint id: 1, measured_angle: -0.116750, target_angle: -0.064655, newest_measurement_index: 11178, sent_torque: 0.258977, measured_torque: 0.003330
joint id: 2, measured_angle: -0.002495, target_angle: -0.054451, newest_measurement_index: 11178, sent_torque: -0.258280, measured_torque: -0.013187
joint id: 3, measured_angle: 0.019353, target_angle: 0.063096, newest_measurement_index: 11357, sent_torque: 0.128353, measured_torque: 0.123973
joint id: 4, measured_angle: 0.001759, target_angle: 0.050124, newest_measurement_index: 11408, sent_torque: 0.145215, measured_torque: 0.142908
joint id: 5, measured_angle: -0.036094, target_angle: -0.053753, newest_measurement_index: 11408, sent_torque: -0.050935, measured_torque: -0.051781
joint id: 6, measured_angle: -0.000995, target_angle: 0.051100, newest_measurement_index: 10915, sent_torque: 0.310773, measured_torque: -0.007434
joint id: 7, measured_angle: -0.108223, target_angle: -0.056860, newest_measurement_index: 10966, sent_torque: 0.306379, measured_torque: -0.000783
joint id: 8, measured_angle: -0.000263, target_angle: -0.052533, newest_measurement_index: 10966, sent_torque: -0.155909, measured_torque: 0.005911
joint id: 0, measured_angle: -0.002355, target_angle: 0.050110, newest_measurement_index: 11007, sent_torque: 0.260826, measured_torque: 0.003513
joint id: 1, measured_angle: -0.116750, target_angle: -0.064355, newest_measurement_index: 11179, sent_torque: 0.260477, measured_torque: 0.000933
joint id: 2, measured_angle: -0.002495, target_angle: -0.054751, newest_measurement_index: 11179, sent_torque: -0.259780, measured_torque: -0.008474
joint id: 3, measured_angle: 0.019562, target_angle: 0.063396, newest_measurement_index: 11358, sent_torque: 0.128418, measured_torque: 0.127523
joint id: 4, measured_angle: 0.001725, target_angle: 0.050424, newest_measurement_index: 11409, sent_torque: 0.145465, measured_torque: 0.139522
joint id: 5, measured_angle: -0.036129, target_angle: -0.054053, newest_measurement_index: 11409, sent_torque: -0.052214, measured_torque: -0.058487
joint id: 6, measured_angle: -0.000995, target_angle: 0.051400, newest_measurement_index: 10916, sent_torque: 0.312573, measured_torque: 0.011649
joint id: 7, measured_angle: -0.108223, target_angle: -0.056560, newest_measurement_index: 10967, sent_torque: 0.308179, measured_torque: 0.001190
joint id: 8, measured_angle: -0.000263, target_angle: -0.052833, newest_measurement_index: 10967, sent_torque: -0.156809, measured_torque: 0.006823
joint id: 0, measured_angle: -0.002355, target_angle: 0.050410, newest_measurement_index: 11008, sent_torque: 0.262326, measured_torque: 0.001914
joint id: 1, measured_angle: -0.116750, target_angle: -0.064055, newest_measurement_index: 11179, sent_torque: 0.261977, measured_torque: 0.000933
joint id: 2, measured_angle: -0.002495, target_angle: -0.055051, newest_measurement_index: 11179, sent_torque: -0.261280, measured_torque: -0.008474
joint id: 3, measured_angle: 0.019772, target_angle: 0.063696, newest_measurement_index: 11359, sent_torque: 0.127991, measured_torque: 0.128624
joint id: 4, measured_angle: 0.001690, target_angle: 0.050724, newest_measurement_index: 11410, sent_torque: 0.146280, measured_torque: 0.151046
joint id: 5, measured_angle: -0.036129, target_angle: -0.054353, newest_measurement_index: 11410, sent_torque: -0.053582, measured_torque: -0.043328
joint id: 6, measured_angle: -0.000995, target_angle: 0.051700, newest_measurement_index: 10917, sent_torque: 0.314373, measured_torque: 0.005718
joint id: 7, measured_angle: -0.108223, target_angle: -0.056260, newest_measurement_index: 10968, sent_torque: 0.309979, measured_torque: 0.000255
joint id: 8, measured_angle: -0.000263, target_angle: -0.053133, newest_measurement_index: 10968, sent_torque: -0.157709, measured_torque: 0.006903
joint id: 0, measured_angle: -0.002355, target_angle: 0.050710, newest_measurement_index: 11008, sent_torque: 0.263826, measured_torque: 0.001914
joint id: 1, measured_angle: -0.116750, target_angle: -0.063755, newest_measurement_index: 11180, sent_torque: 0.263477, measured_torque: 0.006922
joint id: 2, measured_angle: -0.002495, target_angle: -0.055351, newest_measurement_index: 11180, sent_torque: -0.262780, measured_torque: -0.004035
joint id: 3, measured_angle: 0.020016, target_angle: 0.063996, newest_measurement_index: 11360, sent_torque: 0.128792, measured_torque: 0.124709
joint id: 4, measured_angle: 0.001655, target_angle: 0.051024, newest_measurement_index: 11411, sent_torque: 0.147230, measured_torque: 0.140098
joint id: 5, measured_angle: -0.036129, target_angle: -0.054653, newest_measurement_index: 11411, sent_torque: -0.054663, measured_torque: -0.046407
joint id: 6, measured_angle: -0.000995, target_angle: 0.052000, newest_measurement_index: 10918, sent_torque: 0.316173, measured_torque: 0.003288
joint id: 7, measured_angle: -0.108223, target_angle: -0.055960, newest_measurement_index: 10969, sent_torque: 0.311779, measured_torque: -0.001821
joint id: 8, measured_angle: -0.000263, target_angle: -0.053433, newest_measurement_index: 10969, sent_torque: -0.158609, measured_torque: 0.006984
joint id: 0, measured_angle: -0.002355, target_angle: 0.051010, newest_measurement_index: 11009, sent_torque: 0.265326, measured_torque: 0.007168
joint id: 1, measured_angle: -0.116750, target_angle: -0.063455, newest_measurement_index: 11180, sent_torque: 0.264977, measured_torque: 0.006922
joint id: 2, measured_angle: -0.002495, target_angle: -0.055651, newest_measurement_index: 11180, sent_torque: -0.264280, measured_torque: -0.004035
joint id: 3, measured_angle: 0.020295, target_angle: 0.064296, newest_measurement_index: 11361, sent_torque: 0.128656, measured_torque: 0.128138
joint id: 4, measured_angle: 0.001620, target_angle: 0.051324, newest_measurement_index: 11412, sent_torque: 0.148281, measured_torque: 0.154131
joint id: 5, measured_angle: -0.036059, target_angle: -0.054953, newest_measurement_index: 11412, sent_torque: -0.055572, measured_torque: -0.054494
joint id: 6, measured_angle: -0.000995, target_angle: 0.052300, newest_measurement_index: 10919, sent_torque: 0.317973, measured_torque: -0.003842
joint id: 7, measured_angle: -0.108223, target_angle: -0.055660, newest_measurement_index: 10970, sent_torque: 0.313579, measured_torque: 0.002537
joint id: 8, measured_angle: -0.000263, target_angle: -0.053733, newest_measurement_index: 10970, sent_torque: -0.159509, measured_torque: 0.006984
joint id: 0, measured_angle: -0.002355, target_angle: 0.051310, newest_measurement_index: 11009, sent_torque: 0.266826, measured_torque: 0.007168
joint id: 1, measured_angle: -0.116750, target_angle: -0.063155, newest_measurement_index: 11181, sent_torque: 0.266477, measured_torque: 0.002138
joint id: 2, measured_angle: -0.002495, target_angle: -0.055951, newest_measurement_index: 11181, sent_torque: -0.265780, measured_torque: -0.020719
joint id: 3, measured_angle: 0.020574, target_angle: 0.064596, newest_measurement_index: 11362, sent_torque: 0.127924, measured_torque: 0.120210
joint id: 4, measured_angle: 0.001550, target_angle: 0.051624, newest_measurement_index: 11413, sent_torque: 0.149287, measured_torque: 0.147878
joint id: 5, measured_angle: -0.035990, target_angle: -0.055253, newest_measurement_index: 11413, sent_torque: -0.057774, measured_torque: -0.052250
joint id: 6, measured_angle: -0.000995, target_angle: 0.052600, newest_measurement_index: 10920, sent_torque: 0.319773, measured_torque: 0.004511
joint id: 7, measured_angle: -0.108188, target_angle: -0.055360, newest_measurement_index: 10971, sent_torque: 0.315379, measured_torque: 0.001499
joint id: 8, measured_angle: -0.000263, target_angle: -0.054033, newest_measurement_index: 10971, sent_torque: -0.160409, measured_torque: 0.007065
joint id: 0, measured_angle: -0.002355, target_angle: 0.051610, newest_measurement_index: 11010, sent_torque: 0.268326, measured_torque: 0.006916
joint id: 1, measured_angle: -0.116750, target_angle: -0.062855, newest_measurement_index: 11181, sent_torque: 0.267977, measured_torque: 0.002138
joint id: 2, measured_angle: -0.002495, target_angle: -0.056251, newest_measurement_index: 11181, sent_torque: -0.267280, measured_torque: -0.020719
joint id: 3, measured_angle: 0.020888, target_angle: 0.064896, newest_measurement_index: 11363, sent_torque: 0.127911, measured_torque: 0.130266
joint id: 4, measured_angle: 0.001515, target_angle: 0.051924, newest_measurement_index: 11414, sent_torque: 0.151095, measured_torque: 0.148474
joint id: 5, measured_angle: -0.035850, target_angle: -0.055553, newest_measurement_index: 11414, sent_torque: -0.059013, measured_torque: -0.061764
joint id: 6, measured_angle: -0.000995, target_angle: 0.052900, newest_measurement_index: 10921, sent_torque: 0.321573, measured_torque: 0.006888
joint id: 7, measured_angle: -0.108188, target_angle: -0.055060, newest_measurement_index: 10972, sent_torque: 0.316055, measured_torque: -0.001718
joint id: 8, measured_angle: -0.000263, target_angle: -0.054333, newest_measurement_index: 10972, sent_torque: -0.161309, measured_torque: 0.004596
joint id: 0, measured_angle: -0.002355, target_angle: 0.051910, newest_measurement_index: 11010, sent_torque: 0.269826, measured_torque: 0.006916
joint id: 1, measured_angle: -0.116750, target_angle: -0.062555, newest_measurement_index: 11182, sent_torque: 0.269477, measured_torque: 0.004525
joint id: 2, measured_angle: -0.002495, target_angle: -0.056551, newest_measurement_index: 11182, sent_torque: -0.268780, measured_torque: -0.005518
joint id: 3, measured_angle: 0.021236, target_angle: 0.065196, newest_measurement_index: 11364, sent_torque: 0.127164, measured_torque: 0.135756
joint id: 4, measured_angle: 0.001480, target_angle: 0.052224, newest_measurement_index: 11415, sent_torque: 0.151945, measured_torque: 0.148474
joint id: 5, measured_angle: -0.035711, target_angle: -0.055853, newest_measurement_index: 11415, sent_torque: -0.061233, measured_torque: -0.061764
joint id: 6, measured_angle: -0.000995, target_angle: 0.053200, newest_measurement_index: 10922, sent_torque: 0.323373, measured_torque: 0.000866
joint id: 7, measured_angle: -0.108188, target_angle: -0.054760, newest_measurement_index: 10973, sent_torque: 0.318738, measured_torque: 0.006064
joint id: 8, measured_angle: -0.000263, target_angle: -0.054633, newest_measurement_index: 10973, sent_torque: -0.162209, measured_torque: 0.002877
joint id: 0, measured_angle: -0.002355, target_angle: 0.052210, newest_measurement_index: 11011, sent_torque: 0.271326, measured_torque: 0.004815
joint id: 1, measured_angle: -0.116750, target_angle: -0.062255, newest_measurement_index: 11182, sent_torque: 0.270977, measured_torque: 0.004525
joint id: 2, measured_angle: -0.002495, target_angle: -0.056851, newest_measurement_index: 11182, sent_torque: -0.270280, measured_torque: -0.005518
joint id: 3, measured_angle: 0.021585, target_angle: 0.065496, newest_measurement_index: 11365, sent_torque: 0.126660, measured_torque: 0.119780
joint id: 4, measured_angle: 0.001446, target_angle: 0.052524, newest_measurement_index: 11416, sent_torque: 0.152493, measured_torque: 0.153233
joint id: 5, measured_angle: -0.035467, target_angle: -0.056153, newest_measurement_index: 11417, sent_torque: -0.062480, measured_torque: -0.057830
joint id: 6, measured_angle: -0.000961, target_angle: 0.053500, newest_measurement_index: 10923, sent_torque: 0.324000, measured_torque: 0.002112
joint id: 7, measured_angle: -0.108188, target_angle: -0.054460, newest_measurement_index: 10974, sent_torque: 0.320569, measured_torque: 0.004922
joint id: 8, measured_angle: -0.000263, target_angle: -0.054933, newest_measurement_index: 10974, sent_torque: -0.163109, measured_torque: 0.006984
joint id: 0, measured_angle: -0.002355, target_angle: 0.052510, newest_measurement_index: 11011, sent_torque: 0.272826, measured_torque: 0.004815
joint id: 1, measured_angle: -0.116750, target_angle: -0.061955, newest_measurement_index: 11184, sent_torque: 0.272477, measured_torque: -0.001458
joint id: 2, measured_angle: -0.002495, target_angle: -0.057151, newest_measurement_index: 11184, sent_torque: -0.271780, measured_torque: -0.009024
joint id: 3, measured_angle: 0.022003, target_angle: 0.065796, newest_measurement_index: 11366, sent_torque: 0.126502, measured_torque: 0.124229
joint id: 4, measured_angle: 0.001411, target_angle: 0.052824, newest_measurement_index: 11418, sent_torque: 0.153365, measured_torque: 0.150245
joint id: 5, measured_angle: -0.035362, target_angle: -0.056453, newest_measurement_index: 11418, sent_torque: -0.064274, measured_torque: -0.050037
joint id: 6, measured_angle: -0.000961, target_angle: 0.053800, newest_measurement_index: 10924, sent_torque: 0.324000, measured_torque: -0.002748
joint id: 7, measured_angle: -0.108188, target_angle: -0.054160, newest_measurement_index: 10975, sent_torque: 0.322370, measured_torque: 0.002118
joint id: 8, measured_angle: -0.000263, target_angle: -0.055233, newest_measurement_index: 10975, sent_torque: -0.164009, measured_torque: 0.006499
joint id: 0, measured_angle: -0.002355, target_angle: 0.052810, newest_measurement_index: 11012, sent_torque: 0.274326, measured_torque: -0.006146
joint id: 1, measured_angle: -0.116750, target_angle: -0.061655, newest_measurement_index: 11184, sent_torque: 0.273977, measured_torque: -0.001458
joint id: 2, measured_angle: -0.002495, target_angle: -0.057451, newest_measurement_index: 11184, sent_torque: -0.273280, measured_torque: -0.009024
joint id: 3, measured_angle: 0.022457, target_angle: 0.066096, newest_measurement_index: 11367, sent_torque: 0.125371, measured_torque: 0.129070
